transaction_id,customer_id,transaction_date,category,product_name,amount,quantity,payment_method,is_returned
TXN-000066,CUST-0056,2025-04-25,sports,Sports Item 17,95.45,1,paypal,False
TXN-000067,CUST-0007,2025-09-24,electronics,Electronics Item 4,531.28,2,apple_pay,False
TXN-000068,CUST-0113,2025-11-19,electronics,Electronics Item 5,147.48,1,paypal,False
TXN-000069,CUST-0149,2025-02-08,sports,Sports Item 17,177.81,3,paypal,False
TXN-000070,CUST-0154,2025-11-25,grocery,Grocery Item 18,42.24,1,debit_card,False
TXN-000071,CUST-0058,2025-09-30,grocery,Grocery Item 4,87.06,2,paypal,False
TXN-000072,CUST-0170,2025-07-20,home,Home Item 16,154.44,2,credit_card,False
TXN-000073,CUST-0021,2025-07-04,electronics,Electronics Item 5,193.46,2,credit_card,False
TXN-000074,CUST-0143,2025-09-28,sports,Sports Item 14,180.6,2,credit_card,False
TXN-000075,CUST-0153,2025-09-06,home,Home Item 5,52.44,2,apple_pay,False
TXN-000076,CUST-0027,2025-06-26,home,Home Item 19,126.15,3,debit_card,False
TXN-000077,CUST-0143,2025-08-25,sports,Sports Item 20,272.25,3,paypal,True
TXN-000078,CUST-0069,2025-11-12,home,Home Item 5,82.12,2,apple_pay,True
TXN-000079,CUST-0189,2025-11-06,electronics,Electronics Item 14,242.88,1,apple_pay,False
TXN-000080,CUST-0094,2025-04-05,home,Home Item 20,118.38,3,credit_card,False
TXN-000081,CUST-0039,2025-12-03,clothing,Clothing Item 15,86.19,3,apple_pay,False
TXN-000082,CUST-0113,2025-09-04,grocery,Grocery Item 12,41.16,2,apple_pay,False
TXN-000083,CUST-0173,2025-10-19,sports,Sports Item 8,154.84,2,apple_pay,False
TXN-000084,CUST-0014,2025-11-07,electronics,Electronics Item 5,142.82,1,paypal,False
TXN-000085,CUST-0030,2025-11-13,electronics,Electronics Item 13,486.16,2,debit_card,False
TXN-000086,CUST-0171,2025-07-03,home,Home Item 14,43.82,1,credit_card,False
TXN-000087,CUST-0019,2025-09-29,home,Home Item 14,137.28,3,paypal,False
TXN-000088,CUST-0005,2025-08-09,home,Home Item 12,68.08,1,credit_card,False
TXN-000089,CUST-0027,2025-09-02,clothing,Clothing Item 13,138.34,2,paypal,False
TXN-000090,CUST-0056,2025-08-05,home,Home Item 17,24.58,1,debit_card,False
TXN-000091,CUST-0089,2025-08-01,home,Home Item 5,232.47,3,debit_card,False
TXN-000092,CUST-0065,2025-06-27,clothing,Clothing Item 3,70.18,1,debit_card,False
TXN-000093,CUST-0160,2025-06-27,grocery,Grocery Item 15,81.58,2,paypal,False
TXN-000094,CUST-0160,2025-09-15,home,Home Item 10,46.39,1,paypal,False
TXN-000095,CUST-0090,2025-09-19,sports,Sports Item 2,57.94,1,paypal,False
TXN-000096,CUST-0019,2025-10-03,electronics,Electronics Item 19,626.01,3,credit_card,False
TXN-000097,CUST-0146,2025-09-07,clothing,Clothing Item 2,140.76,2,apple_pay,False
TXN-000098,CUST-0087,2025-12-16,electronics,Electronics Item 15,661.14,3,apple_pay,False
TXN-000099,CUST-0156,2025-10-24,clothing,Clothing Item 14,105.92,2,paypal,False
TXN-000100,CUST-0013,2025-08-24,home,Home Item 13,39.78,1,paypal,False
TXN-000101,CUST-0168,2025-08-18,sports,Sports Item 5,60.0,1,paypal,False
TXN-000102,CUST-0167,2025-04-08,grocery,Grocery Item 10,34.81,1,apple_pay,False
TXN-000103,CUST-0084,2025-04-01,clothing,Clothing Item 17,233.13,3,credit_card,False
TXN-000104,CUST-0108,2025-10-19,sports,Sports Item 7,63.28,2,paypal,False
TXN-000105,CUST-0124,2025-11-17,clothing,Clothing Item 10,100.0,1,credit_card,False
TXN-000106,CUST-0138,2025-05-12,sports,Sports Item 20,89.57,1,debit_card,False
TXN-000107,CUST-0039,2025-06-23,clothing,Clothing Item 6,87.35,1,apple_pay,True
TXN-000108,CUST-0093,2025-06-30,clothing,Clothing Item 15,141.58,2,debit_card,False
TXN-000109,CUST-0079,2025-04-01,grocery,Grocery Item 15,26.29,1,apple_pay,False
TXN-000110,CUST-0199,2025-03-17,grocery,Grocery Item 7,96.84,3,debit_card,False
TXN-000111,CUST-0013,2025-11-28,grocery,Grocery Item 17,66.6,2,credit_card,False
TXN-000112,CUST-0195,2025-09-04,clothing,Clothing Item 14,117.4,2,credit_card,False
TXN-000113,CUST-0056,2025-09-27,grocery,Grocery Item 13,94.78,2,paypal,False
TXN-000114,CUST-0020,2025-04-12,home,Home Item 11,21.69,1,debit_card,False
TXN-000115,CUST-0073,2025-06-27,grocery,Grocery Item 16,131.01,3,apple_pay,False
TXN-000116,CUST-0020,2025-11-18,electronics,Electronics Item 20,247.04,2,apple_pay,False
TXN-000117,CUST-0073,2025-11-02,clothing,Clothing Item 20,68.28,2,apple_pay,True
TXN-000118,CUST-0127,2025-09-04,sports,Sports Item 8,94.44,3,debit_card,False
TXN-000119,CUST-0000,2025-09-26,sports,Sports Item 3,103.3,2,paypal,True
TXN-000120,CUST-0134,2025-09-06,sports,Sports Item 1,302.34,3,apple_pay,False
TXN-000121,CUST-0011,2025-12-27,grocery,Grocery Item 3,44.02,2,paypal,False
TXN-000122,CUST-0168,2025-10-14,electronics,Electronics Item 2,721.26,3,paypal,False
TXN-000123,CUST-0164,2025-07-18,clothing,Clothing Item 6,179.55,3,debit_card,True
TXN-000124,CUST-0198,2025-12-15,grocery,Grocery Item 7,23.5,1,credit_card,False
TXN-000125,CUST-0079,2025-08-28,sports,Sports Item 9,238.04,2,credit_card,False
TXN-000126,CUST-0048,2025-12-13,home,Home Item 11,143.46,2,paypal,False
TXN-000127,CUST-0094,2025-05-03,grocery,Grocery Item 13,80.74,2,paypal,False
TXN-000128,CUST-0127,2025-09-03,grocery,Grocery Item 3,94.32,2,apple_pay,True
TXN-000129,CUST-0154,2025-11-28,clothing,Clothing Item 11,141.09,3,paypal,False
TXN-000130,CUST-0154,2025-10-10,grocery,Grocery Item 2,38.37,1,paypal,False
TXN-000131,CUST-0111,2025-04-01,home,Home Item 3,236.4,3,apple_pay,False
TXN-000132,CUST-0191,2025-08-12,clothing,Clothing Item 15,35.71,1,credit_card,False
TXN-000133,CUST-0060,2025-08-22,home,Home Item 20,85.94,2,debit_card,False
TXN-000134,CUST-0094,2025-08-20,home,Home Item 17,131.58,2,paypal,False
TXN-000135,CUST-0166,2025-12-22,home,Home Item 6,77.63,1,apple_pay,False
TXN-000136,CUST-0143,2025-07-15,electronics,Electronics Item 7,498.74,2,paypal,False
TXN-000137,CUST-0125,2025-12-05,clothing,Clothing Item 6,35.18,1,apple_pay,False
TXN-000138,CUST-0174,2025-12-08,home,Home Item 18,122.55,3,paypal,False
TXN-000139,CUST-0040,2025-11-24,clothing,Clothing Item 7,126.32,2,debit_card,False
TXN-000140,CUST-0126,2025-10-07,electronics,Electronics Item 18,399.3,2,debit_card,False
TXN-000141,CUST-0022,2025-07-11,electronics,Electronics Item 16,329.18,2,apple_pay,False
TXN-000142,CUST-0147,2025-08-02,electronics,Electronics Item 15,293.79,1,apple_pay,False
TXN-000143,CUST-0088,2025-11-12,clothing,Clothing Item 5,218.94,3,apple_pay,False
TXN-000144,CUST-0014,2025-11-15,electronics,Electronics Item 11,328.29,3,debit_card,False
TXN-000145,CUST-0132,2025-08-04,home,Home Item 18,35.04,1,paypal,False
TXN-000146,CUST-0077,2025-08-02,sports,Sports Item 19,115.23,3,debit_card,False
TXN-000147,CUST-0159,2025-08-23,sports,Sports Item 1,211.66,2,credit_card,True
TXN-000148,CUST-0164,2025-06-25,sports,Sports Item 14,177.2,2,credit_card,False
TXN-000149,CUST-0160,2025-10-20,sports,Sports Item 8,175.54,2,apple_pay,False
TXN-000150,CUST-0018,2025-09-11,electronics,Electronics Item 7,173.91,1,paypal,False
TXN-000151,CUST-0080,2025-10-11,home,Home Item 13,237.84,3,debit_card,False
TXN-000152,CUST-0131,2025-09-15,sports,Sports Item 9,58.72,1,apple_pay,False
TXN-000153,CUST-0024,2025-05-17,electronics,Electronics Item 14,575.42,2,debit_card,False
TXN-000154,CUST-0040,2025-11-11,home,Home Item 6,189.81,3,apple_pay,False
TXN-000155,CUST-0119,2025-12-01,grocery,Grocery Item 13,62.3,2,apple_pay,False
TXN-000156,CUST-0055,2025-10-24,sports,Sports Item 20,68.76,2,apple_pay,False
TXN-000157,CUST-0002,2025-10-28,electronics,Electronics Item 12,210.28,2,apple_pay,False
TXN-000158,CUST-0102,2025-10-08,electronics,Electronics Item 10,604.23,3,credit_card,False
TXN-000159,CUST-0115,2025-08-07,sports,Sports Item 20,208.56,2,credit_card,False
TXN-000160,CUST-0024,2025-10-13,grocery,Grocery Item 12,84.62,2,debit_card,False
TXN-000161,CUST-0130,2025-12-16,grocery,Grocery Item 11,42.03,3,apple_pay,False
TXN-000162,CUST-0038,2025-04-12,sports,Sports Item 11,127.74,3,debit_card,False
TXN-000163,CUST-0157,2025-06-02,home,Home Item 18,120.54,3,apple_pay,False
TXN-000164,CUST-0076,2025-07-24,grocery,Grocery Item 14,26.31,1,paypal,False
TXN-000165,CUST-0185,2025-03-16,electronics,Electronics Item 19,545.34,3,debit_card,False
TXN-000166,CUST-0149,2025-07-10,grocery,Grocery Item 13,32.16,1,debit_card,False
TXN-000167,CUST-0062,2025-11-26,electronics,Electronics Item 1,865.05,3,apple_pay,False
TXN-000168,CUST-0038,2025-09-07,grocery,Grocery Item 20,60.45,3,apple_pay,False
TXN-000169,CUST-0188,2025-11-08,electronics,Electronics Item 11,318.21,3,apple_pay,False
TXN-000170,CUST-0080,2025-10-12,clothing,Clothing Item 12,186.82,2,paypal,False
TXN-000171,CUST-0049,2025-11-04,clothing,Clothing Item 10,133.72,2,paypal,False
TXN-000172,CUST-0176,2025-08-24,grocery,Grocery Item 9,60.98,2,paypal,False
TXN-000173,CUST-0173,2025-10-01,sports,Sports Item 12,221.24,2,debit_card,False
TXN-000174,CUST-0073,2025-07-29,electronics,Electronics Item 16,565.8,2,debit_card,False
TXN-000175,CUST-0137,2025-11-21,home,Home Item 20,185.31,3,debit_card,False
TXN-000176,CUST-0171,2025-12-12,sports,Sports Item 14,87.42,1,paypal,False
TXN-000177,CUST-0025,2025-03-05,clothing,Clothing Item 6,97.34,1,apple_pay,False
TXN-000178,CUST-0121,2025-03-19,grocery,Grocery Item 11,59.94,3,paypal,False
TXN-000179,CUST-0196,2025-08-30,electronics,Electronics Item 2,612.54,3,debit_card,False
TXN-000180,CUST-0045,2025-11-11,electronics,Electronics Item 10,504.58,2,credit_card,True
TXN-000181,CUST-0145,2025-10-14,sports,Sports Item 15,113.56,1,apple_pay,False
TXN-000182,CUST-0034,2025-06-09,sports,Sports Item 11,109.12,2,debit_card,False
TXN-000183,CUST-0165,2025-07-05,home,Home Item 10,93.51,3,debit_card,False
TXN-000184,CUST-0163,2025-12-02,grocery,Grocery Item 4,63.64,2,debit_card,False
TXN-000185,CUST-0122,2025-10-03,home,Home Item 15,20.41,1,paypal,False
TXN-000186,CUST-0077,2025-10-28,sports,Sports Item 12,244.68,3,debit_card,True
TXN-000187,CUST-0030,2025-07-20,grocery,Grocery Item 10,36.98,2,credit_card,False
TXN-000188,CUST-0075,2025-03-24,home,Home Item 16,99.75,3,debit_card,False
TXN-000189,CUST-0155,2025-04-23,home,Home Item 18,124.24,2,debit_card,False
TXN-000190,CUST-0174,2025-09-01,sports,Sports Item 12,77.3,1,credit_card,False
TXN-000191,CUST-0028,2025-11-09,electronics,Electronics Item 18,834.45,3,debit_card,False
TXN-000192,CUST-0133,2025-07-11,grocery,Grocery Item 16,38.01,1,credit_card,False
TXN-000193,CUST-0114,2025-09-27,electronics,Electronics Item 19,209.38,2,credit_card,False
TXN-000194,CUST-0172,2025-10-30,home,Home Item 1,63.93,3,debit_card,False
TXN-000195,CUST-0011,2025-08-29,grocery,Grocery Item 2,77.52,2,credit_card,False
TXN-000196,CUST-0120,2025-06-24,electronics,Electronics Item 14,334.0,2,paypal,False
TXN-000197,CUST-0097,2025-07-21,grocery,Grocery Item 18,53.18,2,debit_card,False
TXN-000198,CUST-0089,2025-10-01,electronics,Electronics Item 5,298.39,1,debit_card,False
TXN-000199,CUST-0193,2025-07-10,electronics,Electronics Item 14,358.36,2,apple_pay,False
TXN-000200,CUST-0063,2025-11-11,grocery,Grocery Item 4,36.64,2,credit_card,False
TXN-000201,CUST-0107,2025-12-07,sports,Sports Item 20,51.66,1,credit_card,False
TXN-000202,CUST-0172,2025-09-29,electronics,Electronics Item 8,241.62,1,debit_card,False
TXN-000203,CUST-0198,2025-10-23,electronics,Electronics Item 19,188.38,1,paypal,False
TXN-000204,CUST-0197,2025-11-19,home,Home Item 17,38.11,1,debit_card,False
TXN-000205,CUST-0070,2025-05-10,electronics,Electronics Item 6,865.26,3,apple_pay,False
TXN-000206,CUST-0012,2025-06-18,home,Home Item 11,180.84,3,apple_pay,False
TXN-000207,CUST-0076,2025-09-14,grocery,Grocery Item 8,40.79,1,paypal,False
TXN-000208,CUST-0036,2025-03-15,grocery,Grocery Item 18,33.59,1,debit_card,False
TXN-000209,CUST-0065,2025-04-18,clothing,Clothing Item 12,147.0,2,credit_card,False
TXN-000210,CUST-0048,2025-08-12,electronics,Electronics Item 2,319.72,2,credit_card,False
TXN-000211,CUST-0194,2025-11-06,sports,Sports Item 7,271.29,3,paypal,False
TXN-000212,CUST-0003,2025-11-25,clothing,Clothing Item 16,97.16,1,debit_card,False
TXN-000213,CUST-0180,2025-08-26,clothing,Clothing Item 10,187.26,2,apple_pay,False
TXN-000214,CUST-0166,2025-09-04,home,Home Item 16,71.38,2,apple_pay,False
TXN-000215,CUST-0184,2025-10-06,grocery,Grocery Item 14,93.58,2,credit_card,False
TXN-000216,CUST-0056,2025-04-10,clothing,Clothing Item 19,44.56,1,apple_pay,False
TXN-000217,CUST-0050,2025-05-31,home,Home Item 16,42.79,1,paypal,False
TXN-000218,CUST-0125,2025-06-15,grocery,Grocery Item 6,37.62,2,debit_card,False
TXN-000219,CUST-0125,2025-03-24,clothing,Clothing Item 17,297.81,3,credit_card,False
TXN-000220,CUST-0019,2025-05-27,electronics,Electronics Item 8,167.79,1,credit_card,False
TXN-000221,CUST-0002,2025-12-09,clothing,Clothing Item 20,177.6,3,apple_pay,False
TXN-000222,CUST-0004,2025-12-29,electronics,Electronics Item 17,597.36,3,paypal,False
TXN-000223,CUST-0073,2025-07-24,electronics,Electronics Item 6,773.88,3,credit_card,False
TXN-000224,CUST-0134,2025-09-01,clothing,Clothing Item 12,39.39,1,paypal,False
TXN-000225,CUST-0020,2025-11-01,home,Home Item 8,95.08,2,paypal,False
TXN-000226,CUST-0020,2025-10-05,electronics,Electronics Item 16,166.19,1,credit_card,False
TXN-000227,CUST-0179,2025-09-23,clothing,Clothing Item 11,62.49,1,credit_card,False
TXN-000228,CUST-0010,2025-07-19,clothing,Clothing Item 19,92.6,1,apple_pay,False
TXN-000229,CUST-0019,2025-12-19,home,Home Item 11,161.43,3,credit_card,False
TXN-000230,CUST-0150,2025-04-13,clothing,Clothing Item 10,259.71,3,debit_card,False
TXN-000231,CUST-0145,2025-10-14,grocery,Grocery Item 5,138.36,3,credit_card,False
TXN-000232,CUST-0088,2025-05-29,electronics,Electronics Item 11,173.34,1,apple_pay,False
TXN-000233,CUST-0083,2025-02-12,electronics,Electronics Item 16,409.5,3,debit_card,False
TXN-000234,CUST-0096,2025-07-28,grocery,Grocery Item 3,37.99,1,paypal,False
TXN-000235,CUST-0182,2025-10-04,electronics,Electronics Item 5,135.29,1,apple_pay,False
TXN-000236,CUST-0027,2025-09-20,electronics,Electronics Item 9,287.17,1,credit_card,False
TXN-000237,CUST-0047,2025-09-04,grocery,Grocery Item 4,66.78,2,credit_card,False
TXN-000238,CUST-0141,2025-10-16,electronics,Electronics Item 13,628.68,3,credit_card,False
TXN-000239,CUST-0099,2025-04-27,electronics,Electronics Item 8,833.28,3,debit_card,False
TXN-000240,CUST-0043,2025-09-09,clothing,Clothing Item 3,95.16,2,debit_card,False
TXN-000241,CUST-0107,2025-10-08,home,Home Item 8,133.92,2,apple_pay,False
TXN-000242,CUST-0050,2026-01-02,grocery,Grocery Item 13,17.58,1,paypal,False
TXN-000243,CUST-0097,2025-06-07,home,Home Item 20,80.16,2,debit_card,False
TXN-000244,CUST-0154,2025-03-18,clothing,Clothing Item 11,97.12,2,paypal,False
TXN-000245,CUST-0162,2025-10-15,grocery,Grocery Item 9,125.46,3,apple_pay,False
TXN-000246,CUST-0144,2025-11-13,clothing,Clothing Item 18,299.37,3,credit_card,False
TXN-000247,CUST-0118,2025-06-01,clothing,Clothing Item 3,169.66,2,apple_pay,False
TXN-000248,CUST-0035,2025-11-17,home,Home Item 14,35.16,1,apple_pay,True
TXN-000249,CUST-0153,2025-09-06,grocery,Grocery Item 14,82.59,3,credit_card,False
TXN-000250,CUST-0092,2025-12-02,sports,Sports Item 8,262.32,3,paypal,False
TXN-000251,CUST-0156,2025-07-23,electronics,Electronics Item 13,888.93,3,paypal,False
TXN-000252,CUST-0110,2025-11-05,electronics,Electronics Item 17,97.19,1,debit_card,False
TXN-000253,CUST-0100,2025-09-07,grocery,Grocery Item 12,103.71,3,credit_card,False
TXN-000254,CUST-0075,2025-04-06,grocery,Grocery Item 5,16.85,1,paypal,False
TXN-000255,CUST-0116,2025-09-13,clothing,Clothing Item 15,183.66,3,apple_pay,False
TXN-000256,CUST-0076,2025-05-24,electronics,Electronics Item 4,302.67,3,debit_card,False
TXN-000257,CUST-0189,2025-11-16,clothing,Clothing Item 18,114.24,3,apple_pay,False
TXN-000258,CUST-0059,2025-08-03,grocery,Grocery Item 14,58.26,3,apple_pay,True
TXN-000259,CUST-0157,2025-10-02,clothing,Clothing Item 7,138.84,2,debit_card,False
TXN-000260,CUST-0180,2025-05-14,electronics,Electronics Item 6,293.67,3,paypal,False
TXN-000261,CUST-0117,2025-09-10,electronics,Electronics Item 11,451.82,2,apple_pay,False
TXN-000262,CUST-0150,2025-09-17,electronics,Electronics Item 6,308.4,2,paypal,False
TXN-000263,CUST-0151,2025-11-25,electronics,Electronics Item 10,315.42,3,credit_card,False
TXN-000264,CUST-0177,2025-08-14,clothing,Clothing Item 19,162.39,3,apple_pay,False
TXN-000265,CUST-0124,2025-04-12,sports,Sports Item 6,338.16,3,debit_card,False
TXN-000266,CUST-0035,2025-08-08,clothing,Clothing Item 12,176.3,2,credit_card,False
TXN-000267,CUST-0049,2025-09-09,grocery,Grocery Item 16,94.35,3,apple_pay,False
TXN-000268,CUST-0113,2025-12-20,grocery,Grocery Item 8,15.6,1,paypal,True
TXN-000269,CUST-0057,2025-09-17,sports,Sports Item 16,90.28,2,credit_card,False
TXN-000270,CUST-0068,2025-06-28,sports,Sports Item 15,157.56,2,debit_card,False
TXN-000271,CUST-0026,2025-12-19,clothing,Clothing Item 9,181.22,2,paypal,False
TXN-000272,CUST-0022,2025-11-02,grocery,Grocery Item 19,41.59,1,paypal,False
TXN-000273,CUST-0156,2025-06-18,grocery,Grocery Item 7,35.61,1,credit_card,False
TXN-000274,CUST-0136,2025-10-16,home,Home Item 10,156.99,3,paypal,False
TXN-000275,CUST-0131,2025-06-18,electronics,Electronics Item 2,291.62,1,paypal,False
TXN-000276,CUST-0032,2025-10-16,clothing,Clothing Item 8,35.97,1,apple_pay,False
TXN-000277,CUST-0147,2025-09-18,home,Home Item 3,134.55,3,apple_pay,False
TXN-000278,CUST-0071,2025-10-15,home,Home Item 1,154.04,2,credit_card,False
TXN-000279,CUST-0117,2025-09-30,home,Home Item 14,67.74,1,debit_card,False
TXN-000280,CUST-0082,2025-11-22,home,Home Item 16,105.68,2,paypal,False
TXN-000281,CUST-0195,2025-06-19,electronics,Electronics Item 15,97.4,1,credit_card,False
TXN-000282,CUST-0040,2025-03-24,grocery,Grocery Item 7,25.06,2,debit_card,False
TXN-000283,CUST-0077,2025-10-08,clothing,Clothing Item 3,64.0,2,paypal,False
TXN-000284,CUST-0166,2025-10-20,clothing,Clothing Item 8,54.73,1,apple_pay,False
TXN-000285,CUST-0180,2025-12-04,electronics,Electronics Item 19,123.02,1,debit_card,False
TXN-000286,CUST-0113,2025-06-06,electronics,Electronics Item 14,231.51,1,debit_card,False
TXN-000287,CUST-0058,2025-11-28,grocery,Grocery Item 11,39.9,1,paypal,False
TXN-000288,CUST-0035,2025-07-23,grocery,Grocery Item 3,36.56,1,credit_card,False
TXN-000289,CUST-0042,2025-08-06,grocery,Grocery Item 5,79.18,2,apple_pay,False
TXN-000290,CUST-0113,2025-11-20,clothing,Clothing Item 4,92.24,1,apple_pay,False
TXN-000291,CUST-0109,2025-08-01,home,Home Item 8,34.87,1,paypal,False
TXN-000292,CUST-0176,2025-11-08,electronics,Electronics Item 20,816.18,3,debit_card,False
TXN-000293,CUST-0075,2025-11-26,electronics,Electronics Item 16,186.35,1,credit_card,False
TXN-000294,CUST-0003,2025-05-19,home,Home Item 19,55.84,2,apple_pay,False
TXN-000295,CUST-0174,2025-06-23,clothing,Clothing Item 1,193.16,2,credit_card,True
TXN-000296,CUST-0055,2025-09-30,electronics,Electronics Item 10,288.45,1,apple_pay,False
TXN-000297,CUST-0102,2025-08-09,electronics,Electronics Item 9,587.19,3,credit_card,False
TXN-000298,CUST-0130,2025-10-02,clothing,Clothing Item 3,65.23,1,paypal,False
TXN-000299,CUST-0186,2025-04-16,clothing,Clothing Item 4,43.34,1,apple_pay,False
TXN-000300,CUST-0014,2025-07-03,home,Home Item 4,193.5,3,credit_card,False
TXN-000301,CUST-0179,2025-10-11,electronics,Electronics Item 17,186.69,1,paypal,False
TXN-000302,CUST-0032,2025-06-23,home,Home Item 1,219.54,3,paypal,False
